40,6338931;-8,6602435;60,7591543829;25,5499584233;102134,409067;39,4532354798
40,6338931;-8,6602435;60,7701543829;25,5499584233;102139,717145;39,4758637264
40,633893;-8,6602436;60,7761540341;25,5549817622;102135,248427;39,5211198746
40,633893;-8,6602436;60,7801540341;25,5650284408;102131,618955;39,5833489287
40,633893;-8,6602437;60,7801538395;25,5650284408;102139,58126;39,6682077112
40,633893;-8,6602438;60,7811536449;25,5800984609;102139,445272;39,7247859373
40,6338929;-8,6602438;60,7781534907;25,5800984609;102147,407787;39,6851838385
40,6338929;-8,6602439;60,7751532961;25,5549817622;102137,902487;39,6059767519
40,6338929;-8,6602439;60,7671532961;25,5499584233;102139,717145;39,5098060963
40,6338928;-8,660244;60,7561529473;25,5449350847;102136,223726;39,4306085844
40,6338927;-8,660244;60,7431527932;25,5449350847;102136,223726;39,328782618
40,6338927;-8,6602441;60,7271525985;25,5348884084;102137,198951;39,249591381
40,6338926;-8,6602441;60,7101524444;25,5198183962;102137,334694;39,1364677997
40,6338926;-8,6602442;60,6931522497;25,5248417333;102138,174102;39,0685822668
40,6338926;-8,6602442;60,6751522497;25,5147950593;102141,803072;39,0007135835
40,6338925;-8,6602442;60,6601520956;25,5147950593;102139,14918;38,9498040297
40,6338925;-8,6602442;60,6471520956;25,5147950593;102144,456966;38,9102077101
40,6338925;-8,6602443;60,634151901;25,5097717228;102133,002022;38,88758862
40,6338925;-8,6602443;60,623151901;25,5198183962;102137,334694;38,8706038119
40,6338925;-8,6602443;60,610151901;25,5248417333;102135,52017;38,8819097115
40,6338925;-8,6602443;60,594151901;25,5248417333;102138,174102;38,8819097115
40,6338925;-8,6602443;60,577151901;25,5348884084;102137,198951;38,9045222429
40,6338925;-8,6602444;60,5601517063;25,5449350847;102136,223726;38,9441067449
40,6338925;-8,6602444;60,5451517063;25,5399117464;102143,346344;38,9837120902
40,6338925;-8,6602444;60,5311517063;25,5549817622;102140,556549;39,0232928614
40,6338925;-8,6602443;60,519151901;25,5499584233;102145,02523;39,1251259046
40,6338925;-8,6602443;60,507151901;25,5449350847;102136,223726;39,1025026927
40,6338925;-8,6602443;60,495151901;25,5399117464;102132,730356;39,0572522403
40,6338925;-8,6602443;60,484151901;25,5298650707;102136,359559;39,0516064682
40,6338925;-8,6602443;60,473151901;25,5248417333;102140,828036;39,0516120345
40,6338924;-8,6602442;60,4691519414;25,5047483865;102134,816489;39,0686036702
40,6338924;-8,6602443;60,4691517468;25,5047483865;102137,470335;39,0686036702
40,6338924;-8,6602443;60,4721517468;25,5047483865;102134,816489;39,1081991006
40,6338923;-8,6602443;60,4751515926;25,4947017149;102135,791503;39,1308343056
40,6338923;-8,6602443;60,4821515926;25,4947017149;102135,791503;39,17608521
40,6338923;-8,6602444;60,489151398;25,4896783795;102134,952092;39,1987145075
40,6338922;-8,6602444;60,4971512438;25,4947017149;102130,483901;39,2609306557
40,6338922;-8,6602444;60,5031512438;25,5097717228;102135,655888;39,2892039236
40,6338922;-8,6602444;60,5071512438;25,5047483865;102137,470335;39,2665808225
40,6338922;-8,6602444;60,5111512438;25,4997250506;102136,630918;39,2722403521
40,6338922;-8,6602445;60,5191510492;25,4947017149;102135,791503;39,3174942862
40,6338922;-8,6602444;60,5311512438;25,4846550444;102139,420206;39,2779056472
40,6338922;-8,6602444;60,5401512438;25,4846550444;102134,112683;39,2779056472
40,6338922;-8,6602444;60,5501512438;25,4746083751;102135,087591;39,3175042728
40,6338922;-8,6602443;60,5631514385;25,45451504;102139,690821;39,3966960696
40,6338923;-8,6602443;60,5761515926;25,4595383734;102135,222988;39,4871892127
40,6338923;-8,6602442;60,5891517873;25,4444683742;102132,704694;39,5041579764
40,6338923;-8,6602442;60,6001517873;25,4444683742;102132,704694;39,560715256
40,6338923;-8,6602441;60,6071519819;25,4444683742;102138,011874;39,6003053517
40,6338923;-8,6602441;60,6171519819;25,4394450417;102134,518836;39,6455499039
40,6338923;-8,6602441;60,6261519819;25,4444683742;102127,397523;39,7416985508
40,6338923;-8,6602442;60,6361517873;25,4444683742;102138,011874;39,8152230143
40,6338923;-8,6602442;60,6451517873;25,464561707;102136,062426;39,9000753519
40,6338922;-8,6602442;60,6541516331;25,4695850409;102136,901866;39,9622959321
40,6338922;-8,6602442;60,6651516331;25,4846550444;102139,420206;40,0528099834
40,6338922;-8,6602442;60,6811516331;25,4896783795;102137,605874;40,1433165305
40,6338921;-8,6602442;60,6971514789;25,4947017149;102135,791503;40,2225123738
40,6338916;-8,6602448;60,8171495404;25,4896783795;102126,990757;40,4826945028
40,6338916;-8,6602449;60,8241493458;25,5047483865;102137,470335;40,3978788354
40,6338915;-8,6602451;60,8341488023;25,4997250506;102136,630918;40,369587104
40,6338915;-8,6602452;60,8431486077;25,4896783795;102129,644533;40,3016929175
40,6338914;-8,6602453;60,8521482589;25,5047483865;102134,816489;40,2451536036
40,6338913;-8,6602454;60,8641479101;25,5047483865;102129,508803;40,2112146632
